taxonomy_id	ensembl_gene_id	symbol	gene_chrom_start	gene_chrom_end	chr_name	chrom_strand	description	type_of_gene
28377	ENSACAG00000008811	DPM3	6779	7060	AAWZ02039190	-1	dolichyl-phosphate mannosyltransferase subunit 3 [Source:HGNC Symbol;Acc:HGNC:3007]	protein_coding
28377	ENSACAG00000008387	CCNB1IP1	1038495	1044570	GL343220.1	-1	cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]	protein_coding
28377	ENSACAG00000008358		1053786	1058676	GL343220.1	1		protein_coding
28377	ENSACAG00000000237	ROBO3	266264	455781	GL343367.1	1	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	protein_coding
28377	ENSACAG00000017331		332689	381570	GL343570.1	1		protein_coding
28377	ENSACAG00000012399	PEF1	437192	445089	GL343308.1	-1	penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30009]	protein_coding
28377	ENSACAG00000024133		880721	891971	GL343442.1	1		protein_coding
28377	ENSACAG00000027620		893678	894883	GL343442.1	-1		protein_coding
28377	ENSACAG00000003837		738555	790547	GL343284.1	1		protein_coding
28377	ENSACAG00000008301	PARP2	1064801	1076820	GL343220.1	1	poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272]	protein_coding
28377	ENSACAG00000014790		36	14889	GL344523.1	1		protein_coding
28377	ENSACAG00000017339		380838	401440	GL343570.1	-1		protein_coding
28377	ENSACAG00000027324		2733	4888	AAWZ02039611	1		protein_coding
28377	ENSACAG00000010195	MAEA	356341	390495	GL343447.1	-1	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]	protein_coding
28377	ENSACAG00000010366		53222	64987	GL343400.1	-1		protein_coding
28377	ENSACAG00000008274		224191	231556	GL343451.1	1		protein_coding
28377	ENSACAG00000001438	VAC14	165078	227497	GL343539.1	-1	Vac14, PIKFYVE complex component [Source:HGNC Symbol;Acc:HGNC:25507]	protein_coding
28377	ENSACAG00000016862		1095	1734	GL344573.1	1		protein_coding
28377	ENSACAG00000003999	TSSK4	72581	76512	GL343400.1	1	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]	protein_coding
28377	ENSACAG00000028691		9520	13794	GL344573.1	1		protein_coding
28377	ENSACAG00000013073	USP42	179242	198091	GL343507.1	-1	ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]	protein_coding
28377	ENSACAG00000008289	TIMM8A	229615	231353	GL343451.1	-1	translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]	protein_coding
28377	ENSACAG00000014857	SLC25A11	22338	32286	GL344523.1	-1	solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981]	protein_coding
28377	ENSACAG00000003811		935912	959297	GL343284.1	1		protein_coding
28377	ENSACAG00000001990	UFM1	225972	229459	GL343608.1	1	ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]	protein_coding
28377	ENSACAG00000008296	TEP1	1075013	1125335	GL343220.1	-1	telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]	protein_coding
28377	ENSACAG00000016858		52125	52946	GL344573.1	-1		protein_coding
28377	ENSACAG00000004003		95841	99087	GL343400.1	-1		protein_coding
28377	ENSACAG00000008298	BTK	234133	246433	GL343451.1	-1	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]	protein_coding
28377	ENSACAG00000000438	ROBO4	455851	533339	GL343367.1	-1	roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]	protein_coding
28377	ENSACAG00000003799	SIX2	1226958	1247234	GL343284.1	1	SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]	protein_coding
28377	ENSACAG00000025553		3559	12909	AAWZ02037297	-1		protein_coding
28377	ENSACAG00000003788	SIX3	1362242	1372712	GL343284.1	-1	SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889]	protein_coding
28377	ENSACAG00000010232	CTBP1	515825	547797	GL343447.1	1	C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]	protein_coding
28377	ENSACAG00000004007	GMPR2	114747	121175	GL343400.1	1	guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377]	protein_coding
28377	ENSACAG00000010277		57787	70147	GL344084.1	1		protein_coding
28377	ENSACAG00000013208		1371850	1372698	GL343284.1	1		protein_coding
28377	ENSACAG00000001886	KANSL3	233051	250888	GL343608.1	-1	KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]	protein_coding
28377	ENSACAG00000012220	COL16A1	445179	593713	GL343308.1	-1	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]	protein_coding
28377	ENSACAG00000000481	HEPACAM	548121	576545	GL343367.1	-1	hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361]	protein_coding
28377	ENSACAG00000003781	CAMKMT	1602230	1752937	GL343284.1	-1	calmodulin-lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:26276]	protein_coding
28377	ENSACAG00000013139	EIF2AK1	209366	230316	GL343507.1	1	eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]	protein_coding
28377	ENSACAG00000011575	CACNA1B	106550	330173	GL343556.1	-1	calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]	protein_coding
28377	ENSACAG00000028857		582515	604690	GL343367.1	1		protein_coding
28377	ENSACAG00000004097		130083	140398	GL343400.1	-1		protein_coding
28377	ENSACAG00000001073		229426	294972	GL343539.1	-1		protein_coding
28377	ENSACAG00000015078		1734459	1735637	GL343284.1	-1		protein_coding
28377	ENSACAG00000024021		220462	220629	GL343507.1	-1		protein_coding
28377	ENSACAG00000010309	SPON2	615026	631059	GL343447.1	1	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]	protein_coding
28377	ENSACAG00000000548	SLC37A2	633582	659656	GL343367.1	1	solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]	protein_coding
28377	ENSACAG00000029653		355302	357438	GL343539.1	1		protein_coding
28377	ENSACAG00000028778		1303	2364	AAWZ02040125	1		protein_coding
28377	ENSACAG00000004106		152466	159687	GL343400.1	-1		protein_coding
28377	ENSACAG00000013244	AIMP2	222032	230316	GL343507.1	-1	aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]	protein_coding
28377	ENSACAG00000015289		3088	7195	AAWZ02040125	1		protein_coding
28377	ENSACAG00000001862		252402	261955	GL343608.1	1		protein_coding
28377	ENSACAG00000027766	KLHL33	1128556	1134471	GL343220.1	-1	kelch like family member 33 [Source:HGNC Symbol;Acc:HGNC:31952]	protein_coding
28377	ENSACAG00000028790	TMEM218	672708	683171	GL343367.1	-1	transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]	protein_coding
28377	ENSACAG00000008537		251978	259213	GL343451.1	-1		protein_coding
28377	ENSACAG00000004170	RABGGTA	202797	224194	GL343400.1	-1	Rab geranylgeranyltransferase alpha subunit [Source:HGNC Symbol;Acc:HGNC:9795]	protein_coding
28377	ENSACAG00000000635	PKNOX2	731698	1014060	GL343367.1	1	PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]	protein_coding
28377	ENSACAG00000000778		423522	438387	GL343539.1	1		protein_coding
28377	ENSACAG00000015267	TMEM8A	578	3490	GL344563.1	1	transmembrane protein 8A [Source:HGNC Symbol;Acc:HGNC:17205]	protein_coding
28377	ENSACAG00000001804	STAMBP	261984	283078	GL343608.1	1	STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]	protein_coding
28377	ENSACAG00000008503		251997	253513	GL343451.1	1		protein_coding
28377	ENSACAG00000004346	NOP9	235336	256216	GL343400.1	1	NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]	protein_coding
28377	ENSACAG00000013264	PMS2	234422	257759	GL343507.1	1	PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]	protein_coding
28377	ENSACAG00000015301	MRPL28	6021	9421	GL344563.1	1	mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]	protein_coding
28377	ENSACAG00000001718	ACTG2	290062	319011	GL343608.1	1	actin, gamma 2, smooth muscle, enteric [Source:HGNC Symbol;Acc:HGNC:145]	protein_coding
28377	ENSACAG00000008135		1161203	1187842	GL343220.1	1		protein_coding
28377	ENSACAG00000004392	CIDEB	249215	258491	GL343400.1	-1	cell death-inducing DFFA-like effector b [Source:HGNC Symbol;Acc:HGNC:1977]	protein_coding
28377	ENSACAG00000008657		276761	300326	GL343451.1	-1		protein_coding
28377	ENSACAG00000008106		705802	719362	GL343308.1	-1		protein_coding
28377	ENSACAG00000004410		335189	335569	GL343400.1	1		protein_coding
28377	ENSACAG00000015327	AXIN1	15121	22363	GL344563.1	1	axin 1 [Source:HGNC Symbol;Acc:HGNC:903]	protein_coding
28377	ENSACAG00000000707		448629	458888	GL343539.1	1		protein_coding
28377	ENSACAG00000026583		264039	267553	GL343507.1	1		protein_coding
28377	ENSACAG00000000745	FEZ1	1021309	1055035	GL343367.1	-1	fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]	protein_coding
28377	ENSACAG00000011853		723206	860830	GL343308.1	-1		protein_coding
28377	ENSACAG00000028765	DGUOK	321527	326749	GL343608.1	1	deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]	protein_coding
28377	ENSACAG00000026479	ZNF319	466885	468735	GL343539.1	1	zinc finger protein 319 [Source:HGNC Symbol;Acc:HGNC:13644]	protein_coding
28377	ENSACAG00000004414		340525	340836	GL343400.1	1		protein_coding
28377	ENSACAG00000008748	GPR119	302855	303847	GL343451.1	1	G protein-coupled receptor 119 [Source:HGNC Symbol;Acc:HGNC:19060]	protein_coding
28377	ENSACAG00000001632	TET3	365838	386332	GL343608.1	1	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]	protein_coding
28377	ENSACAG00000005321		276255	303184	GL343507.1	1		protein_coding
28377	ENSACAG00000015377	PDIA2	23219	26733	GL344563.1	-1	protein disulfide isomerase family A member 2 [Source:HGNC Symbol;Acc:HGNC:14180]	protein_coding
28377	ENSACAG00000027223		404108	410965	GL343608.1	-1		protein_coding
28377	ENSACAG00000004417		344844	345224	GL343400.1	1		protein_coding
28377	ENSACAG00000008749	SLC25A14	308653	321101	GL343451.1	-1	solute carrier family 25 member 14 [Source:HGNC Symbol;Acc:HGNC:10984]	protein_coding
28377	ENSACAG00000011847		1343236	1377425	GL343308.1	-1		protein_coding
28377	ENSACAG00000004420		348673	349083	GL343400.1	1		protein_coding
28377	ENSACAG00000001631		422244	430974	GL343608.1	-1		protein_coding
28377	ENSACAG00000000810	ELMOD3	1061231	1076263	GL343367.1	-1	ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]	protein_coding
28377	ENSACAG00000008105	OSGEP	1187750	1198342	GL343220.1	-1	O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028]	protein_coding
28377	ENSACAG00000006084		2829	4372	GL344949.1	1		protein_coding
28377	ENSACAG00000011728		1367711	1368455	GL343308.1	1		protein_coding
28377	ENSACAG00000004423		352714	353376	GL343400.1	1		protein_coding
28377	ENSACAG00000008099	APEX1	1204334	1212440	GL343220.1	1	apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]	protein_coding
28377	ENSACAG00000012176		299508	323921	GL343507.1	-1		protein_coding
28377	ENSACAG00000006089	ZBTB48	11239	15713	GL344949.1	-1	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]	protein_coding
28377	ENSACAG00000005958		306	6820	AAWZ02038402	-1		protein_coding
28377	ENSACAG00000008074	PIP4P1	1207614	1223360	GL343220.1	-1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19299]	protein_coding
28377	ENSACAG00000011807	PTP4A2	1378446	1392791	GL343308.1	-1	protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:HGNC:9635]	protein_coding
28377	ENSACAG00000008819		321419	327064	GL343451.1	-1		protein_coding
28377	ENSACAG00000000854		1116876	1133294	GL343367.1	1		protein_coding
28377	ENSACAG00000004430	PDZD11	359375	364535	GL343400.1	-1	PDZ domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28034]	protein_coding
28377	ENSACAG00000008033	PNP	1237094	1262614	GL343220.1	1	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]	protein_coding
28377	ENSACAG00000008849	RAB33A	331337	337886	GL343451.1	-1	RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]	protein_coding
28377	ENSACAG00000025388		1279015	1279452	GL343220.1	-1		protein_coding
28377	ENSACAG00000002633		2445	4418	AAWZ02039402	-1		protein_coding
28377	ENSACAG00000011076	LZTS2	75294	119621	GL343239.1	1	leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]	protein_coding
28377	ENSACAG00000022392		81	1279	AAWZ02041433	1		protein_coding
28377	ENSACAG00000028410		1287146	1293828	GL343220.1	-1		protein_coding
28377	ENSACAG00000006638	ARID5A	5744	15746	GL344852.1	-1	AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]	protein_coding
28377	ENSACAG00000008856	MARS2	340986	346993	GL343451.1	-1	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]	protein_coding
28377	ENSACAG00000002850		10562	15428	GL344789.1	1		protein_coding
28377	ENSACAG00000004574		396	44870	GL344279.1	-1		protein_coding
28377	ENSACAG00000011231		4139	6962	AAWZ02037363	-1		protein_coding
28377	ENSACAG00000011693	KHDRBS1	1417713	1428628	GL343308.1	1	KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]	protein_coding
28377	ENSACAG00000002343		8669	40682	GL343245.1	1		protein_coding
28377	ENSACAG00000012499		35171	35236	GL344473.1	-1		protein_coding
28377	ENSACAG00000021952		13875	16428	GL344237.1	1		protein_coding
28377	ENSACAG00000014804		4118	9326	AAWZ02038303	-1		protein_coding
28377	ENSACAG00000025493	SNAPIN	2030	5397	GL344732.1	-1	SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]	protein_coding
28377	ENSACAG00000013985	PXYLP1	70569	157343	GL343404.1	-1	2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]	protein_coding
28377	ENSACAG00000011099	PDZD7	125309	162640	GL343239.1	-1	PDZ domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26257]	protein_coding
28377	ENSACAG00000029610		40745	50349	GL343245.1	-1		protein_coding
28377	ENSACAG00000025749		39845	53936	GL344237.1	1		protein_coding
28377	ENSACAG00000012269		332855	339273	GL343507.1	-1		protein_coding
28377	ENSACAG00000024888		3138	4439	GL344661.1	-1		protein_coding
28377	ENSACAG00000005366	DAZAP1	5687	24102	GL344559.1	-1	DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]	protein_coding
28377	ENSACAG00000002314	FAM131A	60976	150142	GL343245.1	-1	family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]	protein_coding
28377	ENSACAG00000016554		650	4500	GL343757.1	1		protein_coding
28377	ENSACAG00000014460		1406	5564	AAWZ02040531	1		protein_coding
28377	ENSACAG00000024732		151716	152183	GL343404.1	-1		protein_coding
28377	ENSACAG00000011482	CHTOP	9144	22166	GL344732.1	-1	chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]	protein_coding
28377	ENSACAG00000016569	LRG1	26841	27836	GL343757.1	1	leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]	protein_coding
28377	ENSACAG00000011591	TMEM39B	1442456	1513581	GL343308.1	1	transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510]	protein_coding
28377	ENSACAG00000011135		174377	182945	GL343239.1	-1		protein_coding
28377	ENSACAG00000026142		622	19284	GL344519.1	-1		protein_coding
28377	ENSACAG00000012302	LMTK2	420694	455320	GL343507.1	1	lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]	protein_coding
28377	ENSACAG00000008003		1296818	1299765	GL343220.1	-1		protein_coding
28377	ENSACAG00000028336		28576	31163	GL343719.1	-1		protein_coding
28377	ENSACAG00000025684	CDK5R1	19462	20448	GL344418.1	1	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]	protein_coding
28377	ENSACAG00000008867	AIFM1	347489	361647	GL343451.1	1	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	protein_coding
28377	ENSACAG00000029026	SFXN3	208246	230875	GL343239.1	1	sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]	protein_coding
28377	ENSACAG00000029554		190095	194059	GL343719.1	1		protein_coding
28377	ENSACAG00000023102	PLIN5	36455	46044	GL343757.1	1	perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]	protein_coding
28377	ENSACAG00000004469		365282	390625	GL343400.1	1		protein_coding
28377	ENSACAG00000027871		8942	18016	GL344798.1	-1		protein_coding
28377	ENSACAG00000013996	SLC25A36	291211	329765	GL343404.1	1	solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]	protein_coding
28377	ENSACAG00000010844		21	38950	GL344301.1	-1		protein_coding
28377	ENSACAG00000003890		335941	337944	GL343719.1	-1		protein_coding
28377	ENSACAG00000008531		32809	67294	GL344254.1	-1		protein_coding
28377	ENSACAG00000011169	KAZALD1	280271	296952	GL343239.1	1	Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]	protein_coding
28377	ENSACAG00000025651		460723	461604	GL343507.1	1		protein_coding
28377	ENSACAG00000011182	TLX1	419831	452544	GL343239.1	1	T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056]	protein_coding
28377	ENSACAG00000003506		4388	101039	GL343693.1	1		protein_coding
28377	ENSACAG00000012378	BHLHA15	470305	470661	GL343507.1	1	basic helix-loop-helix family member a15 [Source:HGNC Symbol;Acc:HGNC:22265]	protein_coding
28377	ENSACAG00000011902		24045	56796	GL343805.1	1		protein_coding
28377	ENSACAG00000013392		18279	30280	GL344519.1	1		protein_coding
28377	ENSACAG00000000869		29748	35981	GL344418.1	-1		protein_coding
28377	ENSACAG00000025597		3920	6555	GL344142.1	1		protein_coding
28377	ENSACAG00000011193		544304	548469	GL343239.1	-1		protein_coding
28377	ENSACAG00000002120	EIF4G1	200116	262973	GL343245.1	-1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]	protein_coding
28377	ENSACAG00000015473		631397	710596	GL343404.1	1		protein_coding
28377	ENSACAG00000016571		54113	63414	GL343757.1	1		protein_coding
28377	ENSACAG00000017275	AGO4	17334	28010	AAWZ02036231	-1	argonaute 4, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18424]	protein_coding
28377	ENSACAG00000029514		553613	554932	GL343239.1	-1		protein_coding
28377	ENSACAG00000027844		17782	61632	GL344142.1	-1		protein_coding
28377	ENSACAG00000011794	RBBP6	23142	44692	GL343883.1	1	RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]	protein_coding
28377	ENSACAG00000022501	LBX1	554933	558601	GL343239.1	-1	ladybird homeobox 1 [Source:HGNC Symbol;Acc:HGNC:16960]	protein_coding
28377	ENSACAG00000004678		1068	15519	GL344160.1	-1		protein_coding
28377	ENSACAG00000001770		4846	27569	AAWZ02036294	1		protein_coding
28377	ENSACAG00000009024	BCORL1	363697	378696	GL343451.1	-1	BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	protein_coding
28377	ENSACAG00000013512		764016	766584	GL343239.1	1		protein_coding
28377	ENSACAG00000005131	PYGM	9771	35366	GL344430.1	-1	glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]	protein_coding
28377	ENSACAG00000026507	CHIT1	1046	5269	AAWZ02040495	-1	chitinase 1 [Source:HGNC Symbol;Acc:HGNC:1936]	protein_coding
28377	ENSACAG00000001069	HDGFL2	128214	151457	GL343757.1	-1	HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680]	protein_coding
28377	ENSACAG00000011857	TNRC6A	63595	106223	GL343883.1	1	trinucleotide repeat containing 6A [Source:HGNC Symbol;Acc:HGNC:11969]	protein_coding
28377	ENSACAG00000004848	CITED2	801840	809704	GL343200.1	1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]	protein_coding
28377	ENSACAG00000007989		1307193	1311228	GL343220.1	-1		protein_coding
28377	ENSACAG00000007899	FMR1	7573	21430	AAWZ02036280	1	fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]	protein_coding
28377	ENSACAG00000003661	QPCTL	844	7588	AAWZ02039660	-1	glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]	protein_coding
28377	ENSACAG00000025978		384098	388497	GL343451.1	1		protein_coding
28377	ENSACAG00000001140	UBXN6	168201	185371	GL343757.1	1	UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928]	protein_coding
28377	ENSACAG00000004688		391936	398343	GL343400.1	-1		protein_coding
28377	ENSACAG00000011203	BTRC	800838	958244	GL343239.1	1	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]	protein_coding
28377	ENSACAG00000012380	CREBBP	483546	509528	GL343507.1	1	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]	protein_coding
28377	ENSACAG00000029001		1322473	1325653	GL343220.1	-1		protein_coding
28377	ENSACAG00000004862	TXLNB	841804	872278	GL343200.1	1	taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]	protein_coding
28377	ENSACAG00000028256		1339858	1347919	GL343220.1	-1		protein_coding
28377	ENSACAG00000028723		1350728	1356831	GL343220.1	-1		protein_coding
28377	ENSACAG00000001290	CHAF1A	191971	207622	GL343757.1	-1	chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]	protein_coding
28377	ENSACAG00000007984		1363198	1373964	GL343220.1	1		protein_coding
28377	ENSACAG00000010683		6791	26913	GL343982.1	1		protein_coding
28377	ENSACAG00000009064		410954	422466	GL343451.1	-1		protein_coding
28377	ENSACAG00000004696		411734	412123	GL343400.1	-1		protein_coding
28377	ENSACAG00000001727	PSMD2	301275	331934	GL343245.1	-1	proteasome 26S subunit, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]	protein_coding
28377	ENSACAG00000012020	NDUFAB1	133296	134100	GL343883.1	-1	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	protein_coding
28377	ENSACAG00000025702		4989	5249	GL343956.1	-1		protein_coding
28377	ENSACAG00000022698		6522	7010	GL343956.1	-1		protein_coding
28377	ENSACAG00000011637	NUP210L	57187	100770	GL343805.1	1	nucleoporin 210 like [Source:HGNC Symbol;Acc:HGNC:29915]	protein_coding
28377	ENSACAG00000012053		138983	153681	GL343883.1	-1		protein_coding
28377	ENSACAG00000003248		101564	147072	GL343693.1	-1		protein_coding
28377	ENSACAG00000004698		415743	416054	GL343400.1	-1		protein_coding
28377	ENSACAG00000004917	HECA	876586	910204	GL343200.1	-1	hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]	protein_coding
28377	ENSACAG00000007188	OLFM1	82711	106149	GL343956.1	-1	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]	protein_coding
28377	ENSACAG00000029431		3687	5492	AAWZ02036809	-1		protein_coding
28377	ENSACAG00000004921	ABRACL	918042	920097	GL343200.1	-1	ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]	protein_coding
28377	ENSACAG00000004700		418344	418733	GL343400.1	1		protein_coding
28377	ENSACAG00000029094		4617	6290	AAWZ02039156	-1		protein_coding
28377	ENSACAG00000007934		1379314	1381812	GL343220.1	-1		protein_coding
28377	ENSACAG00000009139	ZDHHC9	428100	434999	GL343451.1	1	zinc finger DHHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:18475]	protein_coding
28377	ENSACAG00000026425		426161	426382	GL343400.1	-1		protein_coding
28377	ENSACAG00000011539		977861	1012536	GL343239.1	1		protein_coding
28377	ENSACAG00000007927		1390629	1392960	GL343220.1	-1		protein_coding
28377	ENSACAG00000004922	REPS1	944814	1015009	GL343200.1	1	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]	protein_coding
28377	ENSACAG00000009197	SASH3	438918	459210	GL343451.1	-1	SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975]	protein_coding
28377	ENSACAG00000006999	TAB2	94399	160137	GL343259.1	1	TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]	protein_coding
28377	ENSACAG00000002967		1173	53757	GL343319.1	1		protein_coding
28377	ENSACAG00000011604	RPS27	101551	103790	GL343805.1	-1	ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]	protein_coding
28377	ENSACAG00000022832		1399257	1406351	GL343220.1	1		protein_coding
28377	ENSACAG00000004715	PER1	436411	458624	GL343400.1	-1	period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]	protein_coding
28377	ENSACAG00000010646	USE1	380	3935	AAWZ02038925	1	unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882]	protein_coding
28377	ENSACAG00000006984	ZC3H12D	168996	182261	GL343259.1	-1	zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175]	protein_coding
28377	ENSACAG00000026746	HAX1	129660	139977	GL343805.1	1	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]	protein_coding
28377	ENSACAG00000012683		510934	511176	GL343507.1	-1		protein_coding
28377	ENSACAG00000012208		4330	5694	AAWZ02038925	-1		protein_coding
28377	ENSACAG00000007915		1412168	1415580	GL343220.1	1		protein_coding
28377	ENSACAG00000022863		1438299	1438661	GL343220.1	-1		protein_coding
28377	ENSACAG00000023972		44	7496	AAWZ02039231	-1		protein_coding
28377	ENSACAG00000007898		1449001	1449435	GL343220.1	-1		protein_coding
28377	ENSACAG00000006936	PPIL4	191016	216268	GL343259.1	-1	peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]	protein_coding
28377	ENSACAG00000011850	POLL	1085527	1101646	GL343239.1	-1	DNA polymerase lambda [Source:HGNC Symbol;Acc:HGNC:9184]	protein_coding
28377	ENSACAG00000029128	ECT2L	1017260	1083436	GL343200.1	-1	epithelial cell transforming 2 like [Source:HGNC Symbol;Acc:HGNC:21118]	protein_coding
28377	ENSACAG00000011521	AQP10	141609	152650	GL343805.1	1	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]	protein_coding
28377	ENSACAG00000021050		1502216	1502641	GL343220.1	1		protein_coding
